Well;Date;Oil Rate (bopd);Cum oil (bbls)
AD1-19-5H;01/08/2015;1011.08;301837.40
AD1-19-5H;01/09/2015;760.92;324665.14
AD1-19-5H;01/10/2015;910.86;352901.76
AD1-19-5H;01/11/2015;782.05;376363.30
AD1-19-5H;01/12/2015;458.02;390561.84
AD1-19-5H;01/01/2016;316.29;400366.73
AD1-19-5H;01/02/2016;453.22;413510.16
AD1-19-5H;01/03/2016;1374.77;456128.16
AD1-19-5H;01/04/2016;1684.00;506648.03
AD1-19-5H;01/05/2016;1719.69;559958.50
AD1-19-5H;01/06/2016;1556.81;606662.83
AD1-19-5H;01/07/2016;1861.73;664376.50
AD1-19-5H;01/08/2016;657.68;684764.50
AD1-19-5H;01/09/2016;895.63;711633.40
AD1-19-5H;01/10/2016;952.68;741166.47
AD1-19-5H;01/11/2016;878.39;767518.04
AD1-19-6H;01/11/2014;481.24;14437.10
AD1-19-6H;01/12/2014;1778.26;69563.13
AD1-19-6H;01/01/2015;1407.94;113209.40
AD1-19-6H;01/02/2015;1169.60;145958.32
AD1-19-6H;01/03/2015;1117.17;180590.73
AD1-19-6H;01/04/2015;1090.35;213301.08
AD1-19-6H;01/05/2015;1246.97;251957.04
AD1-19-6H;01/06/2015;1678.12;302300.62
AD1-19-6H;01/07/2015;1683.39;354485.60
AD1-19-6H;01/08/2015;1720.82;407831.16
AD1-19-6H;01/09/2015;1592.77;455614.24
AD1-19-6H;01/10/2015;1515.36;502590.28
AD1-19-6H;01/11/2015;1593.65;550399.71
AD1-19-6H;01/12/2015;678.26;571425.78
AD1-19-6H;01/01/2016;1823.80;627963.63
AD1-19-6H;01/02/2016;932.91;655018.13
AD1-19-6H;01/03/2016;802.72;679902.31
AD1-19-6H;01/04/2016;908.63;707161.25
AD1-19-6H;01/05/2016;889.54;734737.03
AD1-19-6H;01/06/2016;833.10;759729.89
AD1-19-6H;01/07/2016;1050.41;792292.48
AD1-19-6H;01/08/2016;716.38;814500.14
AD1-19-6H;01/09/2016;902.22;841566.84
AD1-19-6H;01/10/2016;1271.86;880994.59
AD1-19-6H;01/11/2016;1234.18;918019.87
AD1-19-7H;01/02/2015;1464.29;41000.00
AD1-19-7H;01/03/2015;1729.61;94617.83
AD1-19-7H;01/04/2015;1539.15;140792.34
AD1-19-7H;01/05/2015;1349.62;182630.67
AD1-19-7H;01/06/2015;1294.35;221461.12
AD1-19-7H;01/07/2015;1243.76;260017.67
AD1-19-7H;01/08/2015;1220.60;297856.22
AD1-19-7H;01/09/2015;1222.72;334537.68
AD1-19-7H;01/10/2015;1164.13;370625.82
AD1-19-7H;01/11/2015;1206.44;406818.92
AD1-19-7H;01/12/2015;513.98;422752.42
AD1-19-7H;01/01/2016;1093.11;456638.89
AD1-19-7H;01/02/2016;877.18;482077.05
AD1-19-7H;01/03/2016;668.32;502794.90
AD1-19-7H;01/04/2016;615.73;521266.91
AD1-19-7H;01/05/2016;991.11;551991.20
AD1-19-7H;01/06/2016;1138.28;586139.63
AD1-19-7H;01/07/2016;1488.81;632292.60
AD1-19-7H;01/08/2016;1519.74;679404.62
AD1-19-7H;01/09/2016;1481.39;723846.23
AD1-19-7H;01/10/2016;1199.07;761017.26
AD1-19-7H;01/11/2016;1478.04;805358.58
AD-12;01/09/2011;132.20;3965.90
AD-12;01/10/2011;240.99;11436.45
AD-12;01/11/2011;66.51;13431.83
AD-12;01/12/2011;340.69;23993.35
AD-12;01/01/2012;507.52;39726.44
AD-12;01/02/2012;378.92;50715.26
AD-12;01/03/2012;334.05;61070.91
AD-12;01/04/2012;171.13;66204.81
AD-12;01/05/2012;163.32;71267.74
AD-12;01/06/2012;111.20;74603.78
AD-12;01/07/2012;105.81;77884.00
AD-12;01/08/2012;136.33;82110.34
AD-12;01/09/2012;134.82;86154.85
AD-12;01/10/2012;138.48;90447.58
AD-12;01/11/2012;112.34;93817.76
AD-12;01/12/2012;141.66;98209.20
AD-12;01/01/2013;187.86;104032.82
AD-12;01/02/2013;233.92;110582.56
AD-12;01/03/2013;231.29;117752.66
AD-12;01/04/2013;198.25;123700.03
AD-12;01/05/2013;420.93;136748.91
AD-12;01/06/2013;261.20;144584.76
AD-12;01/07/2013;7.76;144825.26
AD-12;01/08/2013;177.04;150313.59
AD-12;01/09/2013;142.37;154584.55
AD-12;01/10/2013;117.00;158211.49
AD-12;01/11/2013;85.29;160770.13
AD-12;01/12/2013;311.52;170427.34
AD-12;01/01/2014;56.04;172164.46
AD-12;01/02/2014;0.00;172164.46
AD-12;01/03/2014;0.00;172164.46
AD-12;01/04/2014;296.54;181060.64
AD-12;01/05/2014;108.61;184427.51
AD-12;01/06/2014;0.00;184427.51
AD-12;01/07/2014;0.00;184427.51
AD-12;01/08/2014;418.00;197385.52
AD-12;01/09/2014;344.49;207720.08
AD-12;01/10/2014;24.02;208464.56
AD-12;01/11/2014;249.30;215943.46
AD-12;01/12/2014;461.83;230260.33
AD-12;01/01/2015;77.98;232677.69
AD-12;01/02/2015;0.00;232677.69
AD-12;01/03/2015;0.00;232677.69
AD-12;01/04/2015;7.64;232907.02
AD-12;01/05/2015;220.29;239736.13
AD-12;01/06/2015;328.52;249591.59
AD-12;01/07/2015;236.05;256909.25
AD-12;01/08/2015;264.17;265098.63
AD-12;01/09/2015;233.21;272094.86
AD-12;01/10/2015;240.46;279549.26
AD-12;01/11/2015;231.81;286503.42
AD-12;01/12/2015;125.58;290396.29
AD-12;01/01/2016;185.08;296133.68
AD-12;01/02/2016;72.42;298233.98
AD-12;01/03/2016;0.00;298233.98
AD-12;01/04/2016;0.00;298233.98
AD-12;01/05/2016;0.00;298233.98
AD-12;01/06/2016;0.00;298233.98
AD-12;01/07/2016;0.00;298233.98
AD-12;01/08/2016;0.00;298233.98
AD-12;01/09/2016;0.00;298233.98
AD-12;01/10/2016;0.00;298233.98
AD-12;01/11/2016;0.00;298233.98
AD1-20-1H;01/05/2016;43.14;1337.30
AD1-20-1H;01/06/2016;0.00;1337.30
AD1-20-1H;01/07/2016;0.00;1337.30
AD1-20-1H;01/08/2016;0.00;1337.30
AD1-20-1H;01/09/2016;144.54;5673.58
AD1-20-1H;01/10/2016;1586.02;54840.33
AD1-20-1H;01/11/2016;1301.47;93884.32
AD1-20-7H;01/09/2016;78.38;2351.25
AD1-20-7H;01/10/2016;0.00;2351.25
AD1-20-7H;01/11/2016;0.00;2351.25
AD1-21-2H;01/05/2016;666.25;20653.89
AD1-21-2H;01/06/2016;776.09;43936.62
AD1-21-2H;01/07/2016;697.85;65569.85
AD1-21-2H;01/08/2016;648.06;85659.83
AD1-21-2H;01/09/2016;283.10;94152.83
AD1-21-2H;01/10/2016;151.17;98839.04
AD1-21-2H;01/11/2016;1359.86;139634.78
AD1-21-5H;01/06/2016;289.38;8681.53
AD1-21-5H;01/07/2016;564.21;26171.97
AD1-21-5H;01/08/2016;0.00;26171.97
AD1-21-5H;01/09/2016;201.71;32223.30
AD1-21-5H;01/10/2016;780.59;56421.74
AD1-21-5H;01/11/2016;931.26;84359.39
AD1-21-6H;01/07/2016;1149.37;35630.51
AD1-21-6H;01/08/2016;1234.36;73895.67
AD1-21-6H;01/09/2016;1112.54;107272.00
AD1-21-6H;01/10/2016;1261.80;146387.96
AD1-21-6H;01/11/2016;855.45;172051.48
AD1-21-7H;01/06/2016;544.40;16332.00
AD1-21-7H;01/07/2016;1310.87;56968.97
AD1-21-7H;01/08/2016;1171.00;93269.97
AD1-21-7H;01/09/2016;1053.24;124867.29
AD1-21-7H;01/10/2016;955.11;154475.62
AD1-21-7H;01/11/2016;917.01;181985.79
AD1-22-1H;01/07/2015;59.64;1848.92
AD1-22-1H;01/08/2015;1542.68;49671.86
AD1-22-1H;01/09/2015;1162.05;84533.23
AD1-22-1H;01/10/2015;1614.35;134577.93
AD1-22-1H;01/11/2015;1295.25;173435.32
AD1-22-1H;01/12/2015;513.09;189341.25
AD1-22-1H;01/01/2016;1390.92;232459.74
AD1-22-1H;01/02/2016;929.64;259419.24
AD1-22-1H;01/03/2016;1177.55;295923.33
AD1-22-1H;01/04/2016;443.97;309242.43
AD1-22-1H;01/05/2016;407.55;321876.56
AD1-22-1H;01/06/2016;455.55;335543.17
AD1-22-1H;01/07/2016;495.42;350901.15
AD1-22-1H;01/08/2016;525.33;367186.37
AD1-22-1H;01/09/2016;481.05;381617.80
AD1-22-1H;01/10/2016;467.85;396121.15
AD1-22-1H;01/11/2016;423.13;408815.07
AD-13;01/12/2011;58.98;1828.31
AD-13;01/01/2012;1219.22;39624.17
AD-13;01/02/2012;1302.01;77382.57
AD-13;01/03/2012;1274.29;116885.62
AD-13;01/04/2012;1471.97;161044.73
AD-13;01/05/2012;1548.79;209057.37
AD-13;01/06/2012;1457.29;252776.04
AD-13;01/07/2012;946.52;282118.06
AD-13;01/08/2012;1492.92;328398.57
AD-13;01/09/2012;1329.36;368279.36
AD-13;01/10/2012;1262.58;407419.37
AD-13;01/11/2012;1304.99;446568.94
AD-13;01/12/2012;1213.79;484196.50
AD-13;01/01/2013;1277.65;523803.64
AD-13;01/02/2013;154.87;528139.94
AD-13;01/03/2013;1309.74;568741.91
AD-13;01/04/2013;1289.35;607422.46
AD-13;01/05/2013;1285.07;647259.54
AD-13;01/06/2013;1358.22;688006.01
AD-13;01/07/2013;605.85;706787.50
AD-13;01/08/2013;1281.58;746516.35
AD-13;01/09/2013;1242.97;783805.39
AD-13;01/10/2013;1302.94;824196.60
AD-13;01/11/2013;1292.40;862968.72
AD-13;01/12/2013;951.62;892469.04
AD-13;01/01/2014;1271.69;931891.34
AD-13;01/02/2014;746.64;952797.26
AD-13;01/03/2014;1266.94;992072.54
AD-13;01/04/2014;1167.95;1027110.95
AD-13;01/05/2014;1149.31;1062739.49
AD-13;01/06/2014;1146.87;1097145.47
AD-13;01/07/2014;1113.74;1131671.29
AD-13;01/08/2014;1280.86;1171377.96
AD-13;01/09/2014;1064.45;1203311.56
AD-13;01/10/2014;621.56;1222579.80
AD-13;01/11/2014;986.94;1252188.12
AD-13;01/12/2014;930.41;1281030.73
AD-13;01/01/2015;976.21;1311293.15
AD-13;01/02/2015;900.28;1336500.95
AD-13;01/03/2015;906.03;1364587.73
AD-13;01/04/2015;824.67;1389327.75
AD-13;01/05/2015;787.15;1413729.45
AD-13;01/06/2015;753.11;1436322.61
AD-13;01/07/2015;718.59;1458598.75
AD-13;01/08/2015;776.79;1482679.17
AD-13;01/09/2015;424.41;1495411.48
AD-13;01/10/2015;454.08;1509488.02
AD-13;01/11/2015;573.55;1526694.56
AD-13;01/12/2015;501.24;1542233.07
AD-13;01/01/2016;536.71;1558871.19
AD-13;01/02/2016;579.85;1575686.71
AD-13;01/03/2016;655.71;1596013.74
AD-13;01/04/2016;650.10;1615516.72
AD-13;01/05/2016;762.87;1639165.66
AD-13;01/06/2016;674.77;1659408.82
AD-13;01/07/2016;724.56;1681870.14
AD-13;01/08/2016;594.99;1700314.74
AD-13;01/09/2016;581.65;1717764.10
AD-13;01/10/2016;662.49;1738301.14
AD-13;01/11/2016;588.80;1755965.14
AD1-3-1H;01/03/2016;810.37;25121.51
AD1-3-1H;01/04/2016;777.68;48451.89
AD1-3-1H;01/05/2016;330.29;58691.03
AD1-3-1H;01/06/2016;595.99;76570.79
AD1-3-1H;01/07/2016;538.01;93249.13
AD1-3-1H;01/08/2016;439.02;106858.64
AD1-3-1H;01/09/2016;448.38;120309.94
AD1-3-1H;01/10/2016;540.62;137069.17
AD1-3-1H;01/11/2016;394.40;148901.07
AD1-3-2H;01/11/2015;201.15;6034.56
AD1-3-2H;01/12/2015;843.78;32191.89
AD1-3-2H;01/01/2016;469.44;46744.42
AD1-3-2H;01/02/2016;812.34;70302.20
AD1-3-2H;01/03/2016;1032.61;102313.00
AD1-3-2H;01/04/2016;1139.09;136485.61
AD1-3-2H;01/05/2016;993.58;167286.67
AD1-3-2H;01/06/2016;827.52;192112.14
AD1-3-2H;01/07/2016;837.92;218087.74
AD1-3-2H;01/08/2016;730.44;240731.24
AD1-3-2H;01/09/2016;862.80;266615.34
AD1-3-2H;01/10/2016;870.26;293593.27
AD1-3-2H;01/11/2016;548.77;310056.37
AD1-3-3H;01/11/2015;1663.69;49910.56
AD1-3-3H;01/12/2015;822.17;75397.71
AD1-3-3H;01/01/2016;1260.66;114478.07
AD1-3-3H;01/02/2016;1215.90;149739.07
AD1-3-3H;01/03/2016;1412.21;193517.62
AD1-3-3H;01/04/2016;1344.75;233860.19
AD1-3-3H;01/05/2016;1243.75;272416.46
AD1-3-3H;01/06/2016;1298.23;311363.32
AD1-3-3H;01/07/2016;1316.98;352189.80
AD1-3-3H;01/08/2016;1325.16;393269.66
AD1-3-3H;01/09/2016;1395.82;435144.22
AD1-3-3H;01/10/2016;1356.48;477195.03
AD1-3-3H;01/11/2016;1174.32;512424.51
AD-14;01/12/2012;96.79;3000.56
AD-14;01/01/2013;655.16;23310.67
AD-14;01/02/2013;921.56;49114.47
AD-14;01/03/2013;538.68;65813.65
AD-14;01/04/2013;595.45;83677.29
AD-14;01/05/2013;122.97;87489.37
AD-14;01/06/2013;0.00;87489.37
AD-14;01/07/2013;0.00;87489.37
AD-14;01/08/2013;0.00;87489.37
AD-14;01/09/2013;0.00;87489.37
AD-14;01/10/2013;16.73;88008.00
AD-14;01/11/2013;23.84;88723.08
AD-14;01/12/2013;0.00;88723.08
AD-14;01/01/2014;0.00;88723.08
AD-14;01/02/2014;0.00;88723.08
AD-14;01/03/2014;0.00;88723.08
AD-14;01/04/2014;0.00;88723.08
AD-14;01/05/2014;0.00;88723.08
AD-14;01/06/2014;0.00;88723.08
AD-14;01/07/2014;0.00;88723.08
AD-14;01/08/2014;0.00;88723.08
AD-14;01/09/2014;0.00;88723.08
AD-14;01/10/2014;43.92;90084.75
AD-14;01/11/2014;538.55;106241.33
AD-14;01/12/2014;1089.91;140028.69
AD-14;01/01/2015;752.54;163357.34
AD-14;01/02/2015;594.23;179995.69
AD-14;01/03/2015;705.88;201878.03
AD-14;01/04/2015;641.32;221117.55
AD-14;01/05/2015;642.20;241025.86
AD-14;01/06/2015;611.28;259364.26
AD-14;01/07/2015;536.49;275995.31
AD-14;01/08/2015;387.25;287999.96
AD-14;01/09/2015;216.17;294485.16
AD-14;01/10/2015;405.87;307066.99
AD-14;01/11/2015;333.84;317082.18
AD-14;01/12/2015;233.32;324315.00
AD-14;01/01/2016;267.54;332608.63
AD-14;01/02/2016;447.82;345595.49
AD-14;01/03/2016;509.24;361381.89
AD-14;01/04/2016;517.52;376907.35
AD-14;01/05/2016;442.11;390612.78
AD-14;01/06/2016;441.55;403859.22
AD-14;01/07/2016;488.17;418992.37
AD-14;01/08/2016;408.29;431649.33
AD-14;01/09/2016;376.45;442942.84
AD-14;01/10/2016;360.94;454132.09
AD-14;01/11/2016;268.12;462175.55
AD1-4-1H;01/11/2015;414.33;12429.91
AD1-4-1H;01/12/2015;1262.90;51579.86
AD1-4-1H;01/01/2016;1083.76;85176.27
AD1-4-1H;01/02/2016;1065.07;116063.40
AD1-4-1H;01/03/2016;497.18;131475.98
AD1-4-1H;01/04/2016;980.36;160886.70
AD1-4-1H;01/05/2016;896.66;188683.06
AD1-4-1H;01/06/2016;870.67;214803.14
AD1-4-1H;01/07/2016;664.97;235417.31
AD1-4-1H;01/08/2016;688.61;256764.37
AD1-4-1H;01/09/2016;558.26;273512.29
AD1-4-1H;01/10/2016;536.58;290146.41
AD1-4-1H;01/11/2016;97.51;293071.75
AD1-4-2H;01/11/2015;1167.11;35013.41
AD1-4-2H;01/12/2015;1123.37;69837.91
AD1-4-2H;01/01/2016;1118.40;104508.39
AD1-4-2H;01/02/2016;1086.77;136024.79
AD1-4-2H;01/03/2016;1126.44;170944.42
AD1-4-2H;01/04/2016;1120.67;204564.62
AD1-4-2H;01/05/2016;1131.70;239647.24
AD1-4-2H;01/06/2016;1178.76;275010.08
AD1-4-2H;01/07/2016;1320.60;315948.71
AD1-4-2H;01/08/2016;1240.44;354402.45
AD1-4-2H;01/09/2016;1190.53;390118.30
AD1-4-2H;01/10/2016;1079.80;423592.13
AD1-4-2H;01/11/2016;832.50;448567.20
AD1-4-3H;01/10/2015;494.26;15321.95
AD1-4-3H;01/11/2015;945.88;43698.46
AD1-4-3H;01/12/2015;863.31;70461.02
AD1-4-3H;01/01/2016;691.33;91892.30
AD1-4-3H;01/02/2016;666.31;111215.20
AD1-4-3H;01/03/2016;619.20;130410.32
AD1-4-3H;01/04/2016;584.95;147958.91
AD1-4-3H;01/05/2016;537.33;164616.06
AD1-4-3H;01/06/2016;404.16;176740.88
AD1-4-3H;01/07/2016;5.81;176920.88
AD1-4-3H;01/08/2016;0.00;176920.88
AD1-4-3H;01/09/2016;0.00;176920.88
AD1-4-3H;01/10/2016;0.00;176920.88
AD-15;01/07/2011;417.23;12934.00
AD-15;01/08/2011;811.93;38103.89
AD-15;01/09/2011;775.66;61373.68
AD-15;01/10/2011;743.30;84416.06
AD-15;01/11/2011;685.17;104971.29
AD-15;01/12/2011;391.22;117099.09
AD-15;01/01/2012;461.68;131411.06
AD-15;01/02/2012;415.95;143473.65
AD-15;01/03/2012;426.79;156704.22
AD-15;01/04/2012;418.30;169253.09
AD-15;01/05/2012;285.10;178091.15
AD-15;01/06/2012;450.94;191619.39
AD-15;01/07/2012;586.96;209815.23
AD-15;01/08/2012;599.91;228412.38
AD-15;01/09/2012;448.47;241866.44
AD-15;01/10/2012;507.65;257603.58
AD-15;01/11/2012;94.11;260426.90
AD-15;01/12/2012;347.27;271192.34
AD-15;01/01/2013;572.38;288936.27
AD-15;01/02/2013;679.25;307955.14
AD-15;01/03/2013;632.02;327547.86
AD-15;01/04/2013;593.98;345367.23
AD-15;01/05/2013;558.28;362673.85
AD-15;01/06/2013;525.23;378430.70
AD-15;01/07/2013;492.43;393696.17
AD-15;01/08/2013;472.45;408342.07
AD-15;01/09/2013;432.48;421316.46
AD-15;01/10/2013;248.90;429032.45
AD-15;01/11/2013;238.48;436186.80
AD-15;01/12/2013;310.99;445827.38
AD-15;01/01/2014;272.13;454263.28
AD-15;01/02/2014;0.00;454263.28
AD-15;01/03/2014;0.00;454263.28
AD-15;01/04/2014;0.00;454263.28
AD-15;01/05/2014;0.00;454263.28
AD-15;01/06/2014;0.00;454263.28
AD-15;01/07/2014;0.00;454263.28
AD-15;01/08/2014;0.00;454263.28
AD-15;01/09/2014;0.00;454263.28
AD-15;01/10/2014;0.00;454263.28
AD-15;01/11/2014;0.00;454263.28
AD-15;01/12/2014;319.62;464171.43
AD-15;01/01/2015;9.96;464480.13
AD-15;01/02/2015;0.00;464480.13
AD-15;01/03/2015;0.00;464480.13
AD-15;01/04/2015;0.00;464480.13
AD-15;01/05/2015;21.30;465140.43
AD-15;01/06/2015;276.14;473424.74
AD-15;01/07/2015;296.97;482630.75
AD-15;01/08/2015;272.25;491070.39
AD-15;01/09/2015;0.00;491070.39
AD-15;01/10/2015;13.73;491496.17
AD-15;01/11/2015;82.86;493981.96
AD-15;01/12/2015;9.31;494270.71
AD-15;01/01/2016;62.07;496194.75
AD-15;01/02/2016;0.00;496194.75
AD-15;01/03/2016;44.16;497563.75
AD-15;01/04/2016;96.71;500465.08
AD-15;01/05/2016;150.33;505125.36
AD-15;01/06/2016;184.36;510656.06
AD-15;01/07/2016;159.93;515613.92
AD-15;01/08/2016;150.60;520282.63
AD-15;01/09/2016;40.70;521503.48
AD-15;01/10/2016;0.00;521503.48
AD-15;01/11/2016;0.00;521503.48
AD1-5-1H;01/07/2011;527.30;16346.44
AD1-5-1H;01/08/2011;1677.95;68362.87
AD1-5-1H;01/09/2011;1849.93;123860.90
AD1-5-1H;01/10/2011;1677.58;175865.90
AD1-5-1H;01/11/2011;1400.76;217888.74
AD1-5-1H;01/12/2011;736.12;240708.60
AD1-5-1H;01/01/2012;1542.94;288539.60
AD1-5-1H;01/02/2012;1528.44;332864.44
AD1-5-1H;01/03/2012;1491.19;379091.24
AD1-5-1H;01/04/2012;1447.84;422526.49
AD1-5-1H;01/05/2012;1436.76;467066.01
AD1-5-1H;01/06/2012;1432.10;510029.10
AD1-5-1H;01/07/2012;2293.79;581136.70
AD1-5-1H;01/08/2012;2028.98;644035.22
AD1-5-1H;01/09/2012;2274.47;712269.34
AD1-5-1H;01/10/2012;2003.22;774369.25
AD1-5-1H;01/11/2012;2025.75;835141.64
AD1-5-1H;01/12/2012;1441.15;879817.24
AD1-5-1H;01/01/2013;1838.88;936822.48
AD1-5-1H;01/02/2013;1706.80;984612.99
AD1-5-1H;01/03/2013;1674.44;1036520.55
AD1-5-1H;01/04/2013;1609.53;1084806.32
AD1-5-1H;01/05/2013;1622.79;1135112.94
AD1-5-1H;01/06/2013;1578.25;1182460.53
AD1-5-1H;01/07/2013;1502.58;1229040.41
AD1-5-1H;01/08/2013;1469.65;1274599.59
AD1-5-1H;01/09/2013;1365.82;1315574.14
AD1-5-1H;01/10/2013;1372.56;1358123.36
AD1-5-1H;01/11/2013;1356.26;1398811.13
AD1-5-1H;01/12/2013;957.46;1428492.33
AD1-5-1H;01/01/2014;1354.93;1470495.29
AD1-5-1H;01/02/2014;1196.39;1503994.25
AD1-5-1H;01/03/2014;1295.39;1544151.34
AD1-5-1H;01/04/2014;1224.52;1580886.93
AD1-5-1H;01/05/2014;343.76;1591543.46
AD1-5-1H;01/06/2014;0.00;1591543.46
AD1-5-1H;01/07/2014;0.00;1591543.46
AD1-5-1H;01/08/2014;0.00;1591543.46
AD1-5-1H;01/09/2014;195.97;1597422.56
AD1-5-1H;01/10/2014;1198.92;1634589.13
AD1-5-1H;01/11/2014;1220.77;1671212.10
AD1-5-1H;01/12/2014;1186.76;1708001.51
AD1-5-1H;01/01/2015;1035.94;1740115.56
AD1-5-1H;01/02/2015;928.65;1766117.87
AD1-5-1H;01/03/2015;1078.31;1799545.49
AD1-5-1H;01/04/2015;1020.19;1830151.17
AD1-5-1H;01/05/2015;1089.77;1863934.19
AD1-5-1H;01/06/2015;1048.85;1895399.81
AD1-5-1H;01/07/2015;964.41;1925296.60
AD1-5-1H;01/08/2015;1049.69;1957836.92
AD1-5-1H;01/09/2015;1018.85;1988402.52
AD1-5-1H;01/10/2015;1014.79;2019861.11
AD1-5-1H;01/11/2015;199.47;2025845.13
AD1-5-1H;01/12/2015;501.77;2041400.14
AD1-5-1H;01/01/2016;843.18;2067538.80
AD1-5-1H;01/02/2016;834.85;2091749.35
AD1-5-1H;01/03/2016;797.66;2116476.83
AD1-5-1H;01/04/2016;764.88;2139423.16
AD1-5-1H;01/05/2016;652.13;2159639.34
AD1-5-1H;01/06/2016;615.87;2178115.55
AD1-5-1H;01/07/2016;560.30;2195484.89
AD1-5-1H;01/08/2016;478.86;2210329.45
AD1-5-1H;01/09/2016;499.66;2225319.19
AD1-5-1H;01/10/2016;551.71;2242422.11
AD1-5-1H;01/11/2016;376.00;2253702.10
AD1-5-2H;01/07/2011;647.35;20067.74
AD1-5-2H;01/08/2011;1872.73;78122.23
AD1-5-2H;01/09/2011;1750.44;130635.44
AD1-5-2H;01/10/2011;1633.09;181261.19
AD1-5-2H;01/11/2011;1110.35;214571.69
AD1-5-2H;01/12/2011;786.34;238948.16
AD1-5-2H;01/01/2012;1425.48;283138.00
AD1-5-2H;01/02/2012;1358.94;322547.15
AD1-5-2H;01/03/2012;1372.48;365093.96
AD1-5-2H;01/04/2012;1586.18;412679.31
AD1-5-2H;01/05/2012;1497.32;459096.19
AD1-5-2H;01/06/2012;1242.09;496358.82
AD1-5-2H;01/07/2012;2414.59;571210.99
AD1-5-2H;01/08/2012;2919.10;661703.23
AD1-5-2H;01/09/2012;2721.20;743339.11
AD1-5-2H;01/10/2012;2536.53;821971.69
AD1-5-2H;01/11/2012;2517.28;897490.06
AD1-5-2H;01/12/2012;1891.73;956133.64
AD1-5-2H;01/01/2013;2360.54;1029310.52
AD1-5-2H;01/02/2013;2227.02;1091667.00
AD1-5-2H;01/03/2013;2129.45;1157679.89
AD1-5-2H;01/04/2013;1954.31;1216309.04
AD1-5-2H;01/05/2013;1902.93;1275299.76
AD1-5-2H;01/06/2013;1756.99;1328009.38
AD1-5-2H;01/07/2013;1696.65;1380605.50
AD1-5-2H;01/08/2013;1710.92;1433644.14
AD1-5-2H;01/09/2013;1207.62;1469872.85
AD1-5-2H;01/10/2013;301.95;1479233.35
AD1-5-2H;01/11/2013;0.00;1479233.35
AD1-5-2H;01/12/2013;0.00;1479233.35
AD1-5-2H;01/01/2014;415.57;1492115.86
AD1-5-2H;01/02/2014;611.82;1509246.82
AD1-5-2H;01/03/2014;584.09;1527353.51
AD1-5-2H;01/04/2014;585.05;1544905.09
AD1-5-2H;01/05/2014;13.89;1545335.68
AD1-5-2H;01/06/2014;0.00;1545335.68
AD1-5-2H;01/07/2014;0.00;1545335.68
AD1-5-2H;01/08/2014;0.00;1545335.68
AD1-5-2H;01/09/2014;0.00;1545335.68
AD1-5-2H;01/10/2014;0.00;1545335.68
AD1-5-2H;01/11/2014;321.42;1554978.30
AD1-5-2H;01/12/2014;853.77;1581445.21
AD1-5-2H;01/01/2015;842.13;1607551.19
AD1-5-2H;01/02/2015;201.12;1613182.59
AD1-5-2H;01/03/2015;780.96;1637392.47
AD1-5-2H;01/04/2015;1117.76;1670925.17
AD1-5-2H;01/05/2015;970.98;1701025.61
AD1-5-2H;01/06/2015;974.12;1730249.19
AD1-5-2H;01/07/2015;775.44;1754287.88
AD1-5-2H;01/08/2015;376.43;1765957.16
AD1-5-2H;01/09/2015;390.50;1777672.14
AD1-5-2H;01/10/2015;544.87;1794563.12
AD1-5-2H;01/11/2015;370.78;1805686.51
AD1-5-2H;01/12/2015;293.35;1814780.35
AD1-5-2H;01/01/2016;73.97;1817073.45
AD1-5-2H;01/02/2016;0.00;1817073.45
AD1-5-2H;01/03/2016;0.00;1817073.45
AD1-5-2H;01/04/2016;0.00;1817073.45
AD1-5-2H;01/05/2016;229.75;1824195.72
AD1-5-2H;01/06/2016;767.84;1847230.96
AD1-5-2H;01/07/2016;690.04;1868622.23
AD1-5-2H;01/08/2016;530.39;1885064.30
AD1-5-2H;01/09/2016;488.99;1899733.93
AD1-5-2H;01/10/2016;653.90;1920004.78
AD1-5-2H;01/11/2016;502.68;1935085.28
AD1-5-3H;01/07/2011;833.21;25829.47
AD1-5-3H;01/08/2011;1742.35;79842.36
AD1-5-3H;01/09/2011;1604.48;127976.79
AD1-5-3H;01/10/2011;1522.33;175169.01
AD1-5-3H;01/11/2011;1093.35;207969.62
AD1-5-3H;01/12/2011;826.54;233592.26
AD1-5-3H;01/01/2012;1349.18;275416.87
AD1-5-3H;01/02/2012;1239.38;311358.97
AD1-5-3H;01/03/2012;1143.06;346793.87
AD1-5-3H;01/04/2012;1161.75;381646.42
AD1-5-3H;01/05/2012;1139.83;416981.11
AD1-5-3H;01/06/2012;1094.15;449805.53
AD1-5-3H;01/07/2012;1074.59;483117.69
AD1-5-3H;01/08/2012;1814.99;539382.47
AD1-5-3H;01/09/2012;2280.00;607782.52
AD1-5-3H;01/10/2012;2007.79;670024.09
AD1-5-3H;01/11/2012;2054.73;731665.98
AD1-5-3H;01/12/2012;1478.11;777487.31
AD1-5-3H;01/01/2013;1713.64;830610.11
AD1-5-3H;01/02/2013;1625.99;876137.70
AD1-5-3H;01/03/2013;1624.99;926512.42
AD1-5-3H;01/04/2013;1640.94;975740.69
AD1-5-3H;01/05/2013;1595.38;1025197.41
AD1-5-3H;01/06/2013;1396.96;1067106.12
AD1-5-3H;01/07/2013;1187.94;1103932.14
AD1-5-3H;01/08/2013;1165.07;1140049.23
AD1-5-3H;01/09/2013;1255.61;1177717.45
AD1-5-3H;01/10/2013;1101.21;1211854.90
AD1-5-3H;01/11/2013;988.54;1241511.14
